1,Team,Game,Date,Home,Opponent,WINorLOSS,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoals.,X3PointShots,X3PointShotsAttempted,X3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoalsAttempted,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrowsAttempted,Opp.FreeThrows.,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls
41142,LAL,40,1/9/2018,Home,SAC,W,99,86,37,77,0.481,12,35,0.343,13,21,0.619,9,55,30,12,4,25,23,30,87,0.345,8,21,0.381,18,27,0.667,10,43,15,15,4,16,19
42119,LAL,41,1/11/2018,Home,SAS,W,93,81,36,87,0.414,13,38,0.342,8,14,0.571,12,47,22,15,4,15,17,31,76,0.408,8,20,0.4,11,15,0.733,7,45,21,6,5,20,15
43106,LAL,42,1/13/2018,Away,DAL,W,107,101,43,95,0.453,8,26,0.308,13,18,0.722,11,59,24,4,0,14,31,34,90,0.378,11,43,0.256,22,28,0.786,4,39,20,5,1,8,17
44103,LAL,43,1/15/2018,Away,MEM,L,114,123,38,96,0.396,12,35,0.343,26,31,0.839,12,44,25,11,8,13,23,42,82,0.512,10,22,0.455,29,34,0.853,6,48,24,8,8,18,26
45103,LAL,44,1/17/2018,Away,OKC,L,90,114,38,81,0.469,10,26,0.385,4,4,1,6,30,25,9,1,16,15,46,95,0.484,12,35,0.343,10,12,0.833,21,54,22,10,6,16,14
46103,LAL,45,1/19/2018,Home,IND,W,99,86,44,80,0.55,9,28,0.321,2,14,0.143,6,47,26,7,6,14,17,37,97,0.381,2,25,0.08,10,13,0.769,12,44,15,9,4,9,18
47103,LAL,46,1/21/2018,Home,NYK,W,127,107,51,91,0.56,10,26,0.385,15,21,0.714,12,39,31,10,3,6,18,44,81,0.543,12,25,0.48,7,10,0.7,7,33,32,3,5,17,20
48103,LAL,47,1/23/2018,Home,BOS,W,108,107,40,91,0.44,7,26,0.269,21,36,0.583,14,51,18,6,2,10,16,42,90,0.467,15,44,0.341,8,10,0.8,7,42,22,3,5,11,25
49103,LAL,48,1/26/2018,Away,CHI,W,108,103,41,91,0.451,5,24,0.208,21,28,0.75,10,48,23,6,3,9,23,35,93,0.376,17,36,0.472,16,24,0.667,16,53,21,3,7,13,25
50103,LAL,49,1/28/2018,Away,TOR,L,111,123,40,91,0.44,8,25,0.32,23,33,0.697,13,44,22,9,4,14,21,46,92,0.5,12,31,0.387,19,25,0.76,12,53,23,4,4,14,23
51142,LAL,50,1/31/2018,Away,ORL,L,105,127,39,83,0.47,4,20,0.2,23,30,0.767,11,43,18,7,1,16,18,44,81,0.543,18,32,0.563,21,29,0.724,4,35,28,13,4,14,23
52119,LAL,51,2/2/2018,Away,BRK,W,102,99,39,92,0.424,10,26,0.385,14,20,0.7,18,56,21,5,6,15,18,37,82,0.451,9,29,0.31,16,23,0.696,5,38,20,7,8,11,18
53106,LAL,52,2/4/2018,Away,OKC,W,108,104,42,86,0.488,13,30,0.433,11,18,0.611,8,40,24,6,7,19,20,40,89,0.449,7,25,0.28,17,25,0.68,13,46,17,13,6,17,18
54103,LAL,53,2/6/2018,Home,PHO,W,112,93,39,83,0.47,11,26,0.423,23,26,0.885,12,56,19,7,7,14,21,36,94,0.383,8,29,0.276,13,23,0.565,16,48,24,4,4,11,18
55103,LAL,54,2/8/2018,Home,OKC,W,106,81,42,96,0.438,10,31,0.323,12,13,0.923,13,51,28,5,7,8,19,32,90,0.356,8,34,0.235,9,19,0.474,17,50,16,6,4,13,11
56103,LAL,55,2/10/2018,Away,DAL,L,123,130,46,84,0.548,16,34,0.471,15,22,0.682,9,37,29,7,0,17,25,48,89,0.539,12,27,0.444,22,27,0.815,10,40,32,8,3,9,21
57103,LAL,56,2/14/2018,Away,NOP,L,117,139,46,90,0.511,10,22,0.455,15,18,0.833,7,37,26,5,3,20,21,53,99,0.535,14,32,0.438,19,21,0.905,12,48,35,13,7,11,20
58103,LAL,57,2/15/2018,Away,MIN,L,111,119,43,94,0.457,7,31,0.226,18,26,0.692,11,46,19,6,4,13,26,42,90,0.467,6,24,0.25,29,31,0.935,11,46,23,5,10,10,22
59103,LAL,58,2/23/2018,Home,DAL,W,124,102,48,93,0.516,13,33,0.394,15,20,0.75,13,62,32,8,6,16,17,37,91,0.407,19,42,0.452,9,11,0.818,3,29,25,9,8,11,19
60103,LAL,59,2/24/2018,Away,SAC,W,113,108,41,91,0.451,17,38,0.447,14,20,0.7,12,44,26,5,6,10,18,42,94,0.447,13,25,0.52,11,17,0.647,17,48,28,5,5,11,21
61142,LAL,60,2/26/2018,Away,ATL,W,123,104,47,90,0.522,15,33,0.455,14,19,0.737,10,59,28,8,6,23,23,36,96,0.375,8,36,0.222,24,34,0.706,8,41,21,14,3,11,17
62119,LAL,61,3/1/2018,Away,MIA,W,131,113,47,79,0.595,16,29,0.552,21,26,0.808,6,36,29,9,5,13,17,46,95,0.484,9,31,0.29,12,16,0.75,14,40,23,6,5,11,21
63106,LAL,62,3/3/2018,Away,SAS,W,116,112,40,92,0.435,15,34,0.441,21,27,0.778,10,46,26,10,4,15,21,44,98,0.449,7,30,0.233,17,20,0.85,12,50,28,10,5,16,19
64103,LAL,63,3/5/2018,Home,POR,L,103,108,34,87,0.391,11,37,0.297,24,31,0.774,7,47,20,9,7,10,24,35,83,0.422,10,23,0.435,28,38,0.737,7,50,19,6,5,14,25
65103,LAL,64,3/7/2018,Home,ORL,W,108,107,43,88,0.489,11,33,0.333,11,12,0.917,7,39,27,7,3,14,16,42,84,0.5,12,28,0.429,11,19,0.579,8,43,31,5,4,16,22
66103,LAL,65,3/9/2018,Away,DEN,L,116,125,45,92,0.489,14,35,0.4,12,16,0.75,12,44,25,8,6,15,23,42,83,0.506,15,31,0.484,26,30,0.867,7,36,30,10,6,12,16
67103,LAL,66,3/11/2018,Home,CLE,W,127,113,48,96,0.5,13,34,0.382,18,20,0.9,14,51,30,9,4,13,19,41,88,0.466,12,31,0.387,19,23,0.826,7,37,22,4,5,12,18
68103,LAL,67,3/13/2018,Home,DEN,W,112,103,40,90,0.444,15,40,0.375,17,25,0.68,12,52,20,6,3,15,23,38,86,0.442,13,40,0.325,14,19,0.737,5,44,26,12,4,19,26
69103,LAL,68,3/14/2018,Away,GSW,L,106,117,38,84,0.452,12,38,0.316,18,28,0.643,7,35,24,11,8,14,19,44,81,0.543,6,20,0.3,23,28,0.821,11,50,25,8,6,21,24
70103,LAL,69,3/16/2018,Home,MIA,L,91,92,32,76,0.421,9,19,0.474,18,22,0.818,7,49,22,5,4,20,17,36,94,0.383,10,36,0.278,10,14,0.714,12,43,23,14,6,11,18
71142,LAL,70,3/19/2018,Away,IND,L,100,110,38,86,0.442,8,33,0.242,16,23,0.696,14,47,20,4,3,13,18,43,87,0.494,6,21,0.286,18,19,0.947,9,44,24,9,8,6,16
72119,LAL,71,3/22/2018,Away,NOP,L,125,128,43,87,0.494,17,39,0.436,22,28,0.786,7,40,19,4,3,16,20,52,95,0.547,6,24,0.25,18,22,0.818,8,42,28,13,4,9,19
73106,LAL,72,3/24/2018,Away,MEM,W,100,93,35,86,0.407,13,38,0.342,17,25,0.68,11,44,19,7,2,11,20,35,84,0.417,5,29,0.172,18,22,0.818,11,43,20,7,6,10,21
74103,LAL,73,3/26/2018,Away,DET,L,106,112,40,85,0.471,6,23,0.261,20,25,0.8,6,47,29,3,7,10,20,44,100,0.44,13,33,0.394,11,15,0.733,10,50,21,4,2,7,26
75103,LAL,74,3/28/2018,Home,DAL,W,103,93,36,77,0.468,9,33,0.273,22,32,0.688,7,49,25,6,5,15,16,33,84,0.393,13,44,0.295,14,19,0.737,6,40,17,10,1,10,22
76103,LAL,75,3/30/2018,Home,MIL,L,122,124,48,94,0.511,8,27,0.296,18,25,0.72,15,56,33,5,3,18,23,45,94,0.479,11,29,0.379,23,28,0.821,8,39,24,14,6,12,25
77103,LAL,76,4/1/2018,Home,SAC,L,83,84,30,75,0.4,7,32,0.219,16,25,0.64,10,47,18,5,6,14,15,35,92,0.38,7,24,0.292,7,14,0.5,13,47,17,9,5,10,20
78103,LAL,77,4/3/2018,Away,UTA,L,110,117,36,74,0.486,14,28,0.5,24,36,0.667,7,39,23,7,5,16,23,43,89,0.483,14,33,0.424,17,27,0.63,14,47,29,10,5,14,22
79103,LAL,78,4/4/2018,Home,SAS,W,122,112,47,86,0.547,13,24,0.542,15,18,0.833,4,44,32,4,3,13,22,42,97,0.433,9,23,0.391,19,27,0.704,15,46,25,7,5,10,20
80103,LAL,79,4/6/2018,Home,MIN,L,96,113,31,79,0.392,8,24,0.333,26,32,0.813,13,53,16,3,2,20,21,43,100,0.43,8,26,0.308,19,26,0.731,18,48,25,14,8,5,24
81108,LAL,80,4/8/2018,Home,UTA,L,97,112,37,93,0.398,5,25,0.2,18,22,0.818,12,44,20,8,4,12,22,42,83,0.506,13,36,0.361,15,22,0.682,7,45,35,8,4,18,24
82103,LAL,81,4/10/2018,Home,HOU,L,99,105,38,90,0.422,10,36,0.278,13,15,0.867,9,47,22,14,4,17,19,37,88,0.42,16,47,0.34,15,16,0.938,8,49,19,9,5,18,19
1406,LAL,82,4/11/2018,Away,LAC,W,115,100,42,88,0.477,17,39,0.436,14,16,0.875,10,49,25,8,6,17,23,41,83,0.494,6,18,0.333,12,28,0.429,8,41,27,8,1,17,17
2406,MEM,1,10/18/2017,Home,NOP,W,103,91,39,92,0.424,9,29,0.31,16,28,0.571,15,45,19,9,8,11,29,30,79,0.38,7,25,0.28,24,29,0.828,16,51,15,4,12,17,31
3406,MEM,2,10/21/2017,Home,GSW,W,111,101,36,77,0.468,10,27,0.37,29,37,0.784,6,40,20,8,4,14,25,33,84,0.393,12,38,0.316,23,27,0.852,12,46,20,10,7,17,28
4406,MEM,3,10/23/2017,Away,HOU,W,98,90,29,68,0.426,6,19,0.316,34,37,0.919,3,38,16,5,2,12,21,32,77,0.416,9,38,0.237,17,23,0.739,9,39,25,5,2,16,31
5406,MEM,4,10/25/2017,Away,DAL,L,94,103,33,72,0.458,12,31,0.387,16,24,0.667,6,36,14,7,2,17,22,36,74,0.486,11,26,0.423,20,29,0.69,4,35,20,6,4,11,20
6406,MEM,5,10/26/2017,Home,DAL,W,96,91,30,73,0.411,10,34,0.294,26,30,0.867,9,46,18,7,6,18,23,32,94,0.34,10,34,0.294,17,20,0.85,18,53,20,10,3,14,22
7406,MEM,6,10/28/2017,Home,HOU,W,103,89,40,85,0.471,14,33,0.424,9,12,0.75,6,42,26,10,6,9,20,29,77,0.377,14,38,0.368,17,21,0.81,8,43,18,4,3,17,23
8209,MEM,7,10/30/2017,Home,CHO,L,99,104,32,93,0.344,8,35,0.229,27,33,0.818,11,48,17,7,8,7,22,37,89,0.416,7,17,0.412,23,29,0.793,10,56,15,3,7,11,22
9104,MEM,8,11/1/2017,Home,ORL,L,99,101,39,82,0.476,10,30,0.333,11,16,0.688,5,31,21,12,3,13,16,38,75,0.507,13,29,0.448,12,14,0.857,6,38,25,6,8,24,22
10104,MEM,9,11/4/2017,Away,LAC,W,113,104,40,84,0.476,13,31,0.419,20,24,0.833,9,39,21,8,7,11,28,38,83,0.458,4,26,0.154,24,31,0.774,15,43,18,7,7,13,22
11143,MEM,10,11/5/2017,Away,LAL,L,102,107,40,87,0.46,11,37,0.297,11,14,0.786,6,39,23,6,7,12,22,40,85,0.471,9,27,0.333,18,23,0.783,8,46,25,5,4,16,16
12120,MEM,11,11/7/2017,Away,POR,W,98,97,35,73,0.479,7,19,0.368,21,25,0.84,5,34,18,8,10,14,21,36,81,0.444,6,19,0.316,19,20,0.95,10,42,11,9,1,16,18
13107,MEM,12,11/11/2017,Away,HOU,L,96,111,38,79,0.481,6,20,0.3,14,18,0.778,5,41,23,9,5,19,20,37,83,0.446,16,45,0.356,21,28,0.75,11,46,18,14,4,15,19
14104,MEM,13,11/13/2017,Away,MIL,L,103,110,37,76,0.487,11,26,0.423,18,21,0.857,8,37,21,5,1,14,25,40,82,0.488,12,22,0.545,18,25,0.72,10,36,23,6,5,9,19
15104,MEM,14,11/15/2017,Home,IND,L,113,116,44,86,0.512,8,32,0.25,17,22,0.773,11,43,29,5,10,14,19,43,85,0.506,12,24,0.5,18,20,0.9,5,36,29,6,6,12,17
16104,MEM,15,11/18/2017,Home,HOU,L,83,105,31,86,0.36,7,27,0.259,14,19,0.737,15,48,18,6,7,12,18,35,78,0.449,18,43,0.419,17,21,0.81,9,45,21,8,9,16,24
17104,MEM,16,11/20/2017,Home,POR,L,92,100,33,86,0.384,8,30,0.267,18,23,0.783,5,35,23,6,9,8,26,33,83,0.398,6,15,0.4,28,32,0.875,15,60,11,1,9,15,23
18104,MEM,17,11/22/2017,Home,DAL,L,94,95,37,81,0.457,7,29,0.241,13,14,0.929,6,52,25,7,6,17,25,39,91,0.429,9,28,0.321,8,16,0.5,4,40,23,9,2,8,14
19104,MEM,18,11/24/2017,Away,DEN,L,92,104,36,73,0.493,9,24,0.375,11,16,0.688,3,23,28,10,3,18,21,40,79,0.506,9,32,0.281,15,26,0.577,15,50,24,9,4,21,18
20104,MEM,19,11/26/2017,Home,BRK,L,88,98,32,80,0.4,8,25,0.32,16,18,0.889,11,35,15,8,3,14,24,33,74,0.446,13,29,0.448,19,23,0.826,12,43,19,7,7,17,22
21143,MEM,20,11/29/2017,Away,SAS,L,95,104,35,77,0.455,11,22,0.5,14,16,0.875,11,37,21,4,1,17,19,38,75,0.507,8,20,0.4,20,24,0.833,5,32,22,9,5,8,17
22120,MEM,21,12/1/2017,Home,SAS,L,79,95,30,74,0.405,5,15,0.333,14,18,0.778,8,38,19,8,6,16,26,31,70,0.443,11,27,0.407,22,32,0.688,7,43,20,8,5,13,18
23107,MEM,22,12/2/2017,Away,CLE,L,111,116,43,84,0.512,13,23,0.565,12,14,0.857,6,36,31,6,4,12,19,42,75,0.56,11,24,0.458,21,23,0.913,1,31,24,8,7,10,14
24104,MEM,23,12/4/2017,Home,MIN,W,95,92,34,72,0.472,6,21,0.286,21,24,0.875,6,41,22,6,8,16,22,35,79,0.443,4,17,0.235,18,19,0.947,7,34,17,9,2,9,16
25104,MEM,24,12/6/2017,Away,NYK,L,88,99,29,70,0.414,12,28,0.429,18,22,0.818,4,27,14,8,5,15,24,35,67,0.522,9,14,0.643,20,27,0.741,10,42,22,8,3,16,21
26104,MEM,25,12/8/2017,Home,TOR,L,107,116,41,82,0.5,9,27,0.333,16,22,0.727,11,35,24,8,3,16,25,37,78,0.474,13,31,0.419,29,33,0.879,10,36,21,8,3,11,23
27104,MEM,26,12/9/2017,Home,OKC,L,101,102,39,88,0.443,13,33,0.394,10,17,0.588,13,47,23,5,5,13,30,36,92,0.391,12,34,0.353,18,31,0.581,17,47,18,7,5,10,21
28104,MEM,27,12/11/2017,Home,MIA,L,82,107,28,72,0.389,8,27,0.296,18,27,0.667,6,31,17,6,1,14,22,37,66,0.561,14,27,0.519,19,24,0.792,2,35,24,8,8,13,22
29104,MEM,28,12/13/2017,Away,WAS,L,87,93,31,81,0.383,10,28,0.357,15,16,0.938,10,47,18,6,2,16,23,36,77,0.468,9,22,0.409,12,24,0.5,6,44,21,7,8,15,22
30104,MEM,29,12/15/2017,Home,ATL,W,96,94,36,78,0.462,12,25,0.48,12,17,0.706,10,43,21,12,6,21,24,34,77,0.442,12,31,0.387,14,16,0.875,7,35,27,12,5,17,19
31143,MEM,30,12/16/2017,Home,BOS,L,93,102,32,79,0.405,14,34,0.412,15,17,0.882,10,38,18,8,3,13,19,39,80,0.488,14,30,0.467,10,14,0.714,14,42,21,6,6,16,19
32120,MEM,31,12/20/2017,Away,GSW,L,84,97,28,84,0.333,12,31,0.387,16,19,0.842,15,41,20,10,6,16,23,34,74,0.459,7,21,0.333,22,25,0.88,14,44,26,9,8,16,19
33107,MEM,32,12/21/2017,Away,PHO,L,95,97,39,90,0.433,5,26,0.192,12,16,0.75,15,50,15,5,7,9,22,33,81,0.407,10,26,0.385,21,27,0.778,12,44,21,4,1,10,17
34104,MEM,33,12/23/2017,Home,LAC,W,115,112,40,90,0.444,13,31,0.419,22,25,0.88,15,47,28,5,5,9,26,39,79,0.494,13,34,0.382,21,28,0.75,5,36,14,4,7,10,22
35104,MEM,34,12/26/2017,Away,PHO,L,97,99,35,87,0.402,3,20,0.15,24,29,0.828,10,38,12,10,11,10,28,32,72,0.444,8,22,0.364,27,35,0.771,6,41,24,5,5,19,29
36104,MEM,35,12/27/2017,Away,LAL,W,109,99,35,71,0.493,5,21,0.238,34,39,0.872,5,37,20,3,9,10,20,35,93,0.376,8,28,0.286,21,33,0.636,22,49,14,5,4,11,26
37104,MEM,36,12/30/2017,Away,GSW,L,128,141,49,94,0.521,15,21,0.714,15,22,0.682,13,38,29,6,0,7,22,50,85,0.588,18,33,0.545,23,25,0.92,7,38,37,3,6,10,17
38104,MEM,37,12/31/2017,Away,SAC,W,114,96,41,76,0.539,14,30,0.467,18,24,0.75,6,44,22,11,8,16,21,37,86,0.43,9,24,0.375,13,25,0.52,12,42,20,6,2,16,21
39104,MEM,38,1/2/2018,Away,LAC,L,105,113,38,79,0.481,8,26,0.308,21,33,0.636,10,38,18,10,2,14,29,39,71,0.549,9,23,0.391,26,31,0.839,4,34,23,5,3,19,24
40104,MEM,39,1/5/2018,Home,WAS,L,100,102,35,86,0.407,10,30,0.333,20,26,0.769,11,46,20,6,9,16,25,33,84,0.393,10,27,0.37,26,34,0.765,12,48,21,7,7,13,23
41143,MEM,40,1/10/2018,Home,NOP,W,105,102,37,88,0.42,5,19,0.263,26,32,0.813,14,50,21,7,5,9,26,34,77,0.442,11,35,0.314,23,34,0.676,9,40,20,5,7,12,26
42120,MEM,41,1/12/2018,Away,DEN,L,78,87,30,77,0.39,7,24,0.292,11,14,0.786,8,36,17,8,5,14,28,27,70,0.386,7,22,0.318,26,32,0.813,12,47,15,8,3,14,18
43107,MEM,42,1/15/2018,Home,LAL,W,123,114,42,82,0.512,10,22,0.455,29,34,0.853,6,48,24,8,8,18,26,38,96,0.396,12,35,0.343,26,31,0.839,12,44,25,11,8,13,23
44104,MEM,43,1/17/2018,Home,NYK,W,105,99,41,91,0.451,10,28,0.357,13,17,0.765,15,44,23,9,3,11,19,35,82,0.427,7,27,0.259,22,23,0.957,12,45,22,5,12,14,15
45104,MEM,44,1/19/2018,Home,SAC,W,106,88,39,88,0.443,10,34,0.294,18,23,0.783,14,49,24,12,5,13,17,32,80,0.4,11,27,0.407,13,18,0.722,11,44,18,10,3,21,20
46104,MEM,45,1/20/2018,Away,NOP,L,104,111,37,82,0.451,15,35,0.429,15,16,0.938,10,44,22,2,1,14,29,39,78,0.5,7,27,0.259,26,32,0.813,6,41,23,6,5,10,15
47104,MEM,46,1/22/2018,Home,PHI,W,105,101,33,78,0.423,10,26,0.385,29,35,0.829,11,32,14,14,2,12,26,32,71,0.451,14,31,0.452,23,31,0.742,16,48,21,2,4,23,28
48104,MEM,47,1/24/2018,Home,SAS,L,85,108,36,83,0.434,2,18,0.111,11,14,0.786,9,41,19,7,4,17,25,38,82,0.463,10,24,0.417,22,25,0.88,11,45,29,9,6,13,19
49104,MEM,48,1/26/2018,Home,LAC,L,100,109,39,81,0.481,8,27,0.296,14,18,0.778,8,43,31,1,9,19,24,39,80,0.488,10,27,0.37,21,29,0.724,3,36,23,15,6,10,20
50104,MEM,49,1/29/2018,Home,PHO,W,120,109,47,83,0.566,11,22,0.5,15,18,0.833,12,38,29,7,9,20,27,38,82,0.463,7,23,0.304,26,36,0.722,15,37,20,11,2,19,20
51143,MEM,50,1/31/2018,Away,IND,L,101,105,39,82,0.476,12,26,0.462,11,15,0.733,14,41,20,10,1,18,21,37,70,0.529,10,26,0.385,21,31,0.677,8,33,20,16,4,14,15
52120,MEM,51,2/1/2018,Away,DET,L,102,104,40,96,0.417,8,31,0.258,14,14,1,10,49,22,3,3,9,24,35,76,0.461,7,25,0.28,27,37,0.73,4,41,20,8,4,7,19
53107,MEM,52,2/4/2018,Away,TOR,L,86,101,29,81,0.358,8,25,0.32,20,23,0.87,13,45,17,7,6,19,23,41,89,0.461,6,35,0.171,13,15,0.867,10,44,21,13,7,11,20
54104,MEM,53,2/6/2018,Away,ATL,L,82,108,34,79,0.43,4,22,0.182,10,13,0.769,9,37,23,7,5,25,24,42,83,0.506,8,25,0.32,16,21,0.762,8,36,29,13,5,13,16
55104,MEM,54,2/7/2018,Home,UTA,L,88,92,34,81,0.42,8,23,0.348,12,16,0.75,9,36,18,12,5,15,26,29,69,0.42,6,22,0.273,28,33,0.848,9,43,14,6,4,19,16
56104,MEM,55,2/11/2018,Away,OKC,L,92,110,32,82,0.39,6,28,0.214,22,24,0.917,12,47,21,4,5,17,32,34,77,0.442,16,37,0.432,26,40,0.65,9,38,21,6,3,9,23
57104,MEM,56,2/14/2018,Home,OKC,L,114,121,44,86,0.512,14,27,0.519,12,15,0.8,6,41,29,6,2,12,25,40,80,0.5,17,36,0.472,24,35,0.686,8,38,26,7,6,9,19
58104,MEM,57,2/23/2018,Home,CLE,L,89,112,33,84,0.393,9,24,0.375,14,18,0.778,5,37,22,10,4,21,25,40,87,0.46,11,29,0.379,21,22,0.955,7,46,26,13,9,18,23
59104,MEM,58,2/24/2018,Away,MIA,L,89,115,35,80,0.438,5,11,0.455,14,17,0.824,9,40,16,7,3,19,22,41,89,0.461,12,33,0.364,21,27,0.778,14,50,27,15,6,10,17
60104,MEM,59,2/26/2018,Away,BOS,L,98,109,34,78,0.436,5,23,0.217,25,32,0.781,5,40,27,4,2,10,22,39,86,0.453,12,37,0.324,19,27,0.704,9,44,25,5,5,8,23
61143,MEM,60,2/28/2018,Home,PHO,L,102,110,33,87,0.379,13,31,0.419,23,28,0.821,11,48,23,8,8,20,29,38,83,0.458,6,21,0.286,28,38,0.737,8,47,19,12,6,16,28
62120,MEM,61,3/2/2018,Home,DEN,L,102,108,40,91,0.44,10,27,0.37,12,15,0.8,17,40,26,14,3,20,23,40,73,0.548,6,22,0.273,22,26,0.846,6,37,18,17,3,22,22
63107,MEM,62,3/3/2018,Away,ORL,L,100,107,38,93,0.409,6,22,0.273,18,26,0.692,13,46,24,9,3,9,26,36,72,0.5,8,25,0.32,27,33,0.818,5,44,19,4,9,14,23
64104,MEM,63,3/5/2018,Away,SAS,L,98,100,42,80,0.525,8,22,0.364,6,9,0.667,6,42,26,8,5,20,22,35,76,0.461,6,22,0.273,24,31,0.774,4,36,18,14,4,11,10
65104,MEM,64,3/7/2018,Away,CHI,L,110,119,40,82,0.488,10,29,0.345,20,25,0.8,9,33,24,12,3,14,26,42,79,0.532,11,29,0.379,24,32,0.75,9,41,25,10,1,20,22
66104,MEM,65,3/9/2018,Home,UTA,L,78,95,31,83,0.373,6,22,0.273,10,14,0.714,10,39,16,4,5,15,22,33,74,0.446,13,32,0.406,16,22,0.727,8,48,26,10,8,17,17
67104,MEM,66,3/10/2018,Away,DAL,L,80,114,30,84,0.357,7,18,0.389,13,17,0.765,9,41,19,4,4,14,24,37,77,0.481,10,29,0.345,30,35,0.857,9,52,21,8,3,10,18
68104,MEM,67,3/12/2018,Home,MIL,L,103,121,42,89,0.472,9,27,0.333,10,19,0.526,10,31,27,6,5,9,23,47,81,0.58,12,25,0.48,15,22,0.682,11,47,33,6,5,18,22
69104,MEM,68,3/15/2018,Home,CHI,L,110,111,38,87,0.437,13,35,0.371,21,25,0.84,11,47,27,7,4,14,22,35,80,0.438,15,41,0.366,26,33,0.788,8,42,23,10,2,13,23
70104,MEM,69,3/17/2018,Home,DEN,W,101,94,33,81,0.407,13,32,0.406,22,28,0.786,14,47,21,5,9,11,20,32,87,0.368,9,33,0.273,21,29,0.724,18,49,17,10,5,7,25
71143,MEM,70,3/19/2018,Away,BRK,L,115,118,46,88,0.523,10,23,0.435,13,20,0.65,11,42,21,11,3,16,33,36,72,0.5,16,40,0.4,30,40,0.75,9,41,27,5,9,22,22
72120,MEM,71,3/21/2018,Away,PHI,L,105,119,40,99,0.404,9,27,0.333,16,20,0.8,15,47,25,6,2,13,20,46,84,0.548,11,31,0.355,16,20,0.8,4,38,32,8,4,14,21
73107,MEM,72,3/22/2018,Away,CHO,L,79,140,30,78,0.385,4,18,0.222,15,21,0.714,9,38,13,4,7,19,24,49,92,0.533,19,40,0.475,23,27,0.852,11,53,25,10,4,8,17
74104,MEM,73,3/24/2018,Home,LAL,L,93,100,35,84,0.417,5,29,0.172,18,22,0.818,11,43,20,7,6,10,21,35,86,0.407,13,38,0.342,17,25,0.68,11,44,19,7,2,11,20
75104,MEM,74,3/26/2018,Away,MIN,W,101,93,40,84,0.476,15,31,0.484,6,9,0.667,7,35,25,8,4,13,23,33,79,0.418,8,24,0.333,19,24,0.792,7,37,21,7,6,14,15
76104,MEM,75,3/28/2018,Home,POR,W,108,103,41,84,0.488,13,25,0.52,13,23,0.565,11,46,23,7,2,15,24,38,79,0.481,8,30,0.267,19,30,0.633,8,38,15,7,8,12,20
77104,MEM,76,3/30/2018,Away,UTA,L,97,107,39,81,0.481,9,23,0.391,10,15,0.667,7,33,24,8,4,13,21,40,74,0.541,12,31,0.387,15,26,0.577,7,38,24,7,5,15,19
78104,MEM,77,4/1/2018,Away,POR,L,98,113,40,88,0.455,9,21,0.429,9,12,0.75,9,42,20,7,5,17,19,39,84,0.464,12,38,0.316,23,25,0.92,8,43,28,9,2,13,15
79104,MEM,78,4/4/2018,Away,NOP,L,95,123,37,93,0.398,10,32,0.313,11,15,0.733,11,37,19,9,1,21,19,45,86,0.523,16,36,0.444,17,19,0.895,11,48,32,14,7,16,19
80104,MEM,79,4/6/2018,Home,SAC,L,93,94,37,84,0.44,6,24,0.25,13,18,0.722,12,38,20,7,7,15,12,40,85,0.471,6,24,0.25,8,12,0.667,10,42,23,8,5,15,21
81109,MEM,80,4/8/2018,Home,DET,W,130,117,48,83,0.578,16,33,0.485,18,24,0.75,8,43,36,11,4,12,18,38,93,0.409,23,47,0.489,18,23,0.783,14,38,30,10,0,12,18
82104,MEM,81,4/9/2018,Away,MIN,L,94,113,35,85,0.412,5,18,0.278,19,21,0.905,10,35,20,11,5,17,20,42,87,0.483,7,22,0.318,22,26,0.846,18,52,27,10,7,17,18
1407,MEM,82,4/11/2018,Away,OKC,L,123,137,44,91,0.484,13,31,0.419,22,24,0.917,10,42,22,9,2,13,22,47,85,0.553,20,43,0.465,23,32,0.719,8,45,32,8,3,14,23
2407,MIA,1,10/18/2017,Away,ORL,L,109,116,44,101,0.436,8,30,0.267,13,17,0.765,11,44,27,6,4,13,20,43,90,0.478,8,21,0.381,22,29,0.759,11,50,22,8,9,14,18
3407,MIA,2,10/21/2017,Home,IND,W,112,108,45,87,0.517,14,34,0.412,8,14,0.571,6,45,24,6,11,14,19,43,96,0.448,7,19,0.368,15,21,0.714,13,45,18,9,4,10,18
4407,MIA,3,10/23/2017,Home,ATL,W,104,93,39,85,0.459,14,37,0.378,12,18,0.667,10,41,21,12,6,19,19,36,76,0.474,7,17,0.412,14,18,0.778,6,41,14,9,1,20,17
5407,MIA,4,10/25/2017,Home,SAS,L,100,117,37,80,0.463,9,26,0.346,17,18,0.944,4,32,19,6,2,9,25,42,76,0.553,10,17,0.588,23,30,0.767,8,44,18,6,3,13,20
6407,MIA,5,10/28/2017,Home,BOS,L,90,96,34,79,0.43,7,31,0.226,15,16,0.938,6,40,17,6,9,19,23,34,81,0.42,6,23,0.261,22,26,0.846,11,41,15,11,5,12,14
